ID,sentence,level,hurigana,english,vietnamese,chinese,korean,indonesian,hindi,grammar,,1,2,3,4,5,6,7,8,9,10,word1_name,word1_id,word2_name,word2_id,word3_name,word3_id,word4_name,word4_id,word5_name,word5_id,word6_name,word6_id,word7_name,word7_id,word8_name,word8_id,word9_name,word9_id,word10_name,word10_id,word11_name,word11_id,word12_name,word12_id,word13_name,word13_id,word14_name,word14_id,EntityType,length,check
174,卒業生は学校の方針に沿って準備を進めました。,12,卒業生は、学校の方針に沿って、準備を進めました。,The graduates proceeded with preparations according to the school's policy.,Các học sinh tốt nghiệp đã chuẩn bị theo chính sách của trường.,毕业生按照学校方针推进了准备。,졸업생은 학교 방침에 따라 준비를 진행했습니다.,Lulusan melanjutkan persiapan sesuai kebijakan sekolah.,स्नातकों ने स्कूल की नीति के अनुसार तैयारी आगे बढ़ाई।,114,〜に沿って（準拠）,,,,,,,,,,,卒業生,,は,,学校,,の,,方針,,に,,沿って,1899,準備を,842,進め,3039,ました,,,,,,,,,,Sentence,22,TRUE
175,子ども達は授業を通して自然の大切さを学びました。,12,子ども達は、授業を通して、自然の大切さを学びました。,The children learned the importance of nature through the class.,Trẻ em đã học được tầm quan trọng của thiên nhiên thông qua bài học.,孩子们通过上课学习了自然的重要性。,아이들은 수업을 통해 자연의 중요성을 배웠습니다.,Anak-anak belajar pentingnya alam melalui pelajaran.,बच्चों ने कक्षा के माध्यम से प्रकृति का महत्व सीखा।,116,〜を通じて／〜を通して（手段）,,,,,,,,,,,子ども達,104,は,,授業,,を,,通して,,自然,,の,,大切さ,711,を,,学びました,2545,,,,,,,,,Sentence,24,TRUE
176,豊田さんは病気をきっかけに生活を見直しました。,12,豊田さんは、病気をきっかけに生活を見直しました。,Mr. Toyoda reviewed his lifestyle after his illness.,Anh Toyoda đã xem xét lại lối sống của mình sau khi bị bệnh.,丰田先生以生病为契机，重新审视了生活。,도요타 씨는 병을 계기로 생활을 다시 생각했습니다.,Toyota meninjau kembali hidupnya karena sakit.,टोयोटा-सान ने बीमारी को एक अवसर मानकर जीवन पर पुनर्विचार किया।,117,〜をきっかけに（契機）,,,,,,,,,,,豊田さん,,は,,病気,,を,,きっかけに,,生活,,を,,見直し,,ました,,,,,,,,,,,,Sentence,23,TRUE
177,三菱さんは頑固だが人の意見を聞かないわけではない。,12,三菱さんは頑固だが、人の意見を聞かないわけではない。,"Mr. Mitsubishi is stubborn, but it’s not that he doesn’t listen to others.","Anh Mitsubishi khá cứng đầu, nhưng không phải là anh ấy không nghe ý kiến của người khác.",三菱先生虽然固执，但并非不听别人的意见。,미쓰비시 씨는 완고하지만 남의 의견을 안 듣는 것은 아니다.,"Meskipun Mitsubishi keras kepala, bukan berarti tidak mendengarkan.","मित्सुबिशी जिद्दी हैं, लेकिन इसका मतलब यह नहीं कि वे दूसरों की नहीं सुनते।",118,〜わけではない（部分否定）,,,,,,,,,,,三菱さん,,は,,頑固,2333,だが,,人の,,意見,,を,,聞かない,276,わけ,,ではない,,,,,,,,,,Sentence,25,TRUE
178,あの刑事がそんな間違いをするわけがない。,12,あの刑事が、そんな間違いをするわけがない。,There’s no way that detective would make such a mistake.,Không đời nào viên cảnh sát đó lại mắc sai lầm như vậy.,那个刑警不可能犯那样的错误。,그 형사가 그런 실수를 할 리가 없다.,Tidak mungkin detektif itu membuat kesalahan seperti itu.,उस जासूस से ऐसी गलती होना असंभव है।,119,〜わけがない（強否定）,,,,,,,,,,,あの,,刑事,,が,,そんな,,間違い,,を,,する,,わけ,,が,,ない,,,,,,,,,,Sentence,20,TRUE
179,大事な会議があるので会社を休むわけにはいかない。,12,大事な会議があるので、会社を休むわけにはいかない。,"I have an important meeting, so I can’t take a day off.",Vì có cuộc họp quan trọng nên tôi không thể nghỉ làm.,有重要的会议，所以不能请假。,중요한 회의가 있어서 회사를 쉴 수는 없다.,"Karena ada rapat penting, saya tidak bisa libur.","ज़रूरी मीटिंग है, इसलिए मैं कंपनी से छुट्टी नहीं ले सकता।",120,〜わけにはいかない（事情により不可）,,,,,,,,,,,大事な,,会議,,が,,ある,,ので,,会社,,を,,休む,617,わけには,,いかない,,,,,,,,,,Sentence,24,TRUE
180,環境問題を巡って激しい議論が行われた。,13,環境問題を巡って、激しい議論が行われた。,Intense discussions were held over environmental issues.,Đã diễn ra những cuộc thảo luận sôi nổi về các vấn đề môi trường.,围绕环境问题进行了激烈的讨论。,환경 문제를 둘러싸고 격렬한 논쟁이 벌어졌다.,Debat sengit terjadi seputar masalah lingkungan.,पर्यावरण के मुद्दे पर गरमागरम बहस हुई।,115,〜をめぐって（議題）,,,,,,,,,,,環境問題,,を,,巡って,,激しい,,議論,1374,が,,行われた,,,,,,,,,,,,,,,,Sentence,19,TRUE
181,お客様あっての会社だから感謝を忘れてはいけない。,13,お客様あっての会社だから、感謝を忘れてはいけない。,"Because our company exists thanks to our customers, we must not forget our gratitude.",Vì công ty tồn tại là nhờ khách hàng nên chúng ta không được quên lòng biết ơn.,因为公司有顾客才得以存在，所以不能忘记感谢。,고객이 있어야 하는 회사이므로 감사를 잊어서는 안 됩니다.,"Karena perusahaan ini ada berkat pelanggan, jangan lupakan rasa terima kasih.","यह कंपनी ग्राहकों के कारण ही है, इसलिए कृतज्ञता मत भूलना।",121,〜あっての（存在の前提）,,,,,,,,,,,お客様,,あっての,,会社,,だから,,感謝,1116,を,,忘れて,735,は,,いけない,,,,,,,,,,,,Sentence,24,TRUE
182,結果のいかんによっては計画を中止する可能性もある。,13,結果のいかんによっては、計画を中止する可能性もある。,"Depending on the outcome, the plan might be canceled.","Tùy thuộc vào kết quả, kế hoạch có thể sẽ bị hủy.",根据结果的不同，也有可能中止计划。,결과에 따라서는 계획을 중지할 가능성도 있다.,"Tergantung hasilnya, ada kemungkinan rencana akan dibatalkan.",परिणाम के आधार पर योजना रद्द होने की संभावना भी है।,122,〜いかんによって（条件）,,,,,,,,,,,結果,,の,,いかん,,によって,,は,,計画,,を,,中止する,877,可能性,,も,,ある,,,,,,,,Sentence,25,TRUE
183,ご報告かたがたご挨拶に伺いました。,13,ご報告かたがた、ご挨拶に伺いました。,I came to greet you as well as to give my report.,Tôi đến để chào hỏi đồng thời báo cáo.,我前来汇报顺便问候。,보고 겸 인사드리러 왔습니다.,Saya datang untuk melaporkan sekaligus memberi salam.,मैं रिपोर्ट और अभिवादन के लिए आया हूँ।,123,〜かたがた（目的）,,,,,,,,,,,ご報告,973,かたがた,,ご挨拶,2073,に,,伺い,,ました,,,,,,,,,,,,,,,,,,Sentence,17,TRUE
184,雨が降るかと思いきや突然晴れた。,13,雨が降るかと思いきや、突然晴れた。,"I thought it would rain, but it suddenly cleared up.","Tôi tưởng là trời sẽ mưa, nhưng đột nhiên lại nắng.",以为会下雨，结果突然放晴了。,비가 올까 했는데 갑자기 맑아졌다.,"Saya kira akan hujan, tetapi tiba-tiba cerah.","सोचा था बारिश होगी, पर अचानक धूप निकल आई।",124,〜かと思いきや（予想外）,,,,,,,,,,,雨,,が,,降る,638,かと,,思いきや,,突然,,晴れた,,,,,,,,,,,,,,,,Sentence,16,TRUE
185,松屋さんは散歩がてら近くのパン屋に寄った。,13,松屋さんは、散歩がてら、近くのパン屋に寄った。,Mr. Matsuya stopped by a nearby bakery while taking a walk.,Anh Matsuya ghé qua tiệm bánh gần nhà trong lúc đi dạo.,松屋先生散步时顺便去了附近的面包店。,마쓰야 씨는 산책하는 김에 근처 빵집에 들렀다.,Matsuya mampir ke toko roti dekat sambil jalan-jalan.,मात्सुया सैर करते हुए पास की बेकरी में गए।,125,〜がてら（ついで）,,,,,,,,,,,松屋さん,,は,,散歩,621,がてら,,近く,,の,,パン屋,,に,,寄った,5051,,,,,,,,,,,Sentence,21,TRUE
186,彼は他人をすぐに責めるきらいがある。,14,彼は、他人をすぐに責めるきらいがある。,He tends to blame others too quickly.,Anh ấy có xu hướng đổ lỗi cho người khác quá nhanh.,他有很快责怪别人的倾向。,그는 남을 바로 탓하는 경향이 있다.,Dia cenderung menyalahkan orang lain dengan cepat.,उसे दूसरों पर तुरंत इल्जाम लगाने की आदत है।,126,〜きらいがある,,,,,,,,,,,彼,,は,,他人,,を,,すぐに,,責める,1593,きらい,,が,,ある,,,,,,,,,,,,Sentence,18,TRUE
187,美味しそうな匂いに食べずにはいられなかった。,14,美味しそうな匂いに、食べずにはいられなかった。,I couldn’t resist eating because it smelled so good.,Tôi không thể cưỡng lại mà phải ăn vì mùi thơm quá hấp dẫn.,因为闻起来很美味，所以忍不住吃了。,맛있는 냄새에 먹지 않을 수 없었다.,"Karena bau enak, saya tidak bisa menahan diri untuk makan.",स्वादिष्ट खुशबू के कारण खुद को खाने से नहीं रोक पाया।,127,〜ずにはおかない,,,,,,,,,,,美味しそう,405,な,,匂い,,に,,食べ,309,ず,,には,,いられ,,なかった,,,,,,,,,,,,Sentence,22,TRUE
188,約束を破ったからには謝らずには済まないだろう。,14,約束を破ったからには、謝らずには済まないだろう。,"Since he broke his promise,he will have to apologize.",Vì đã thất hứa nên anh ấy chắc chắn sẽ phải xin lỗi.,既然打破了约定，不道歉恐怕说不过去。,약속을 어겼으니 사과하지 않고는 넘어갈 수 없을 것이다.,"Setelah melanggar janji, Anda harus meminta maaf.","वादा तोड़ा है, तो बिना माफी मांगे काम नहीं चलेगा।",128,〜ずにはすまない,,,,,,,,,,,約束,,を,,破った,1328,からには,,謝らず,,には,,済まない,2838,だろう,,,,,,,,,,,,,,Sentence,23,TRUE
189,部屋を掃いたそばから子どもがまた散らかした。,14,部屋を掃いたそばから、子どもがまた散らかした。,I had just cleaned the room when the kids messed it up again.,Vừa mới dọn phòng xong thì bọn trẻ lại làm bừa bộn.,刚扫完房间，孩子又弄乱了。,방을 쓸자마자 아이가 또 어질렀다.,"Segera setelah saya menyapu kamar, anak-anak membuatnya berantakan lagi.","जैसे ही कमरा साफ किया, बच्चे ने फिर से फैला दिया।",129,〜そばから,,,,,,,,,,,部屋,,を,,掃いた,2455,そば,,から,,子ども,104,が,,また,,散らかした,1560,,,,,,,,,,,Sentence,22,TRUE
190,あの人は言い出したが最後決して考えを変えない。,14,あの人は、言い出したが最後、決して考えを変えない。,"Once that person speaks up, they never change their mind.",Một khi người đó đã nói ra thì tuyệt đối không thay đổi ý kiến.,既然那个人说出口了，就绝不会改变想法。,그 사람은 일단 말하면 절대로 생각을 바꾸지 않는다.,"Sekali orang itu bicara, dia tidak akan pernah mengubah pikiran.","उस व्यक्ति ने एक बार कह दिया, तो वह कभी अपना विचार नहीं बदलेगा।",130,〜たが最後,,,,,,,,,,,あの,,人,,は,,言い出した,,が,,最後,,決して,,考え,,を,,変え,644,ない,,,,,,,,Sentence,23,TRUE
191,一日たりとも勉学を怠ってはいけない。,14,一日たりとも勉学を怠ってはいけない。,You must not neglect your studies even for a single day.,Không được lơ là việc học dù chỉ một ngày.,一天也不能荒废学业。,단 하루도 학업을 게을리해서는 안 된다.,Jangan lalai dalam belajar meskipun sehari pun.,एक भी दिन पढ़ाई में लापरवाही नहीं करनी चाहिए।,131,〜たりとも〜ない,,,,,,,,,,,一日,,たりとも,,勉学,,を,,怠って,5482,は,,いけ,,ない,,,,,,,,,,,,,,Sentence,18,TRUE
192,お金であれ名誉であれ彼には興味がない。,14,お金であれ、名誉であれ、彼には興味がない。,"Whether it’s money or fame, he has no interest in either.",Dù là tiền hay danh vọng thì anh ấy cũng không quan tâm.,不论是金钱还是名誉，他都不感兴趣。,돈이든 명예든 그는 관심이 없다.,"Entah itu uang atau kehormatan, dia tidak tertarik.","चाहे पैसा हो या सम्मान, उसे कोई दिलचस्पी नहीं है।",132,〜であれ〜であれ,,,,,,,,,,,お金で,535,あれ,535,名誉,,であれ,,彼,,に,,は,,興味,,が,,ない,,,,,,,,,,Sentence,19,TRUE
193,理事長の頼みとあればどんな苦しくても引き受けます。,15,理事長の頼みとあれば、どんな苦しくても引き受けます。,"If it’s the chairman’s request, I’ll take it on no matter how hard it is.",Nếu là lời nhờ của viện trưởng thì dù khó khăn đến đâu tôi cũng sẽ nhận.,只要是理事长的请求，再怎么辛苦我也会接受。,이사장의 부탁이라면 아무리 힘들어도 맡겠습니다.,"Kalau itu permintaan direktur, sesulit apapun akan saya terima.","अगर यह निदेशक का अनुरोध है, तो मैं इसे स्वीकार करूँगा।",133,〜とあれば（条件）,,,,,,,,,,,理事長,,の,,頼み,1252,と,,あれば,,どんな,,苦しくて,2438,も,,引き受け,,ます,,,,,,,,,,Sentence,25,TRUE
194,文学といい哲学といい彼は人間の魂を深く理解している。,15,文学といい、哲学といい、彼は人間の魂を深く理解している。,"Be it literature or philosophy, he deeply understands the human soul.","Dù là văn học hay triết học, anh ấy đều hiểu sâu sắc về tâm hồn con người.",无论是文学还是哲学，他都深刻理解人类的灵魂。,문학이든 철학이든 그는 인간의 영혼을 깊이 이해하고 있다.,"Baik sastra maupun filsafat, dia sangat memahami jiwa manusia.","साहित्य हो या दर्शन, वह मनुष्य की आत्मा को गहराई से समझते हैं।",134,〜といい〜といい（例示）,,,,,,,,,,,文学,,といい,,哲学と,2350,いい,,彼は,5080,人間,,の,,魂,,を,,深く,,理解している,1226,,,,,,,Sentence,26,TRUE
195,教授ともあろう人がそんな基本的な定理を間違えるとは。,15,教授ともあろう人が、そんな基本的な定理を間違えるとは。,For a professor of all people to make such a basic mistake in a theorem!,Một người là giáo sư mà lại phạm sai lầm cơ bản như vậy sao!,身为教授的人，竟然会犯那种基本的定理错误。,교수씩이나 되는 사람이 그런 기본적인 정리를 틀리다니.,Bagaimana mungkin seorang profesor membuat kesalahan teorema dasar.,प्रोफेसर जैसा आदमी ऐसी बुनियादी प्रमेय में गलती कैसे कर सकता है।,135,〜ともあろう（資格）,,,,,,,,,,,教授,,とも,,あろう,,人,,が,,そんな,,基本的な,,定理,,を,,間違える,984,とは,,,,,,,,Sentence,26,TRUE
196,あの若さにして修士課程を修了したのは本当にすごい。,15,あの若さにして修士課程を修了したのは、本当にすごい。,It’s amazing that he completed his master’s degree at such a young age.,Thật đáng khâm phục khi anh ấy hoàn thành chương trình thạc sĩ ở độ tuổi trẻ như vậy.,在那个年纪就完成硕士课程，真是了不起。,저 젊은 나이에 석사 과정을 마친 것은 정말 대단하다.,Menyelesaikan program master di usia semuda itu sungguh luar biasa.,इतनी कम उम्र में मास्टर की डिग्री पूरी करना सच में अद्भुत है।,136,〜にして（例外）,,,,,,,,,,,あの,,若さ,535,に,,して,,修士課程,,を,,修了した,,の,,は,,本当に,976,すごい,3318,,,,,,,Sentence,25,TRUE
197,近年の人工知能の進化は過去にもまして目覚ましい。,15,近年の人工知能の進化は、過去にもまして目覚ましい。,The progress of artificial intelligence in recent years is more remarkable than ever before.,Sự phát triển của trí tuệ nhân tạo trong những năm gần đây còn ấn tượng hơn bao giờ hết.,近年来人工智能的进化比过去更加显著。,최근 인공지능의 진화는 과거보다 더욱 놀랍다.,Evolusi AI baru-baru ini lebih menakjubkan daripada masa lalu.,हाल के वर्षों में AI का विकास पहले से कहीं ज़्यादा शानदार है।,137,〜にもまして（比較）,,,,,,,,,,,近年,,の,,人工知能,,の,,進化,,は,,過去,,にも,,まして,,目覚ましい,,,,,,,,,,Sentence,24,TRUE
198,本日をもって彼女は市長に就任しました。,15,本日をもって、彼女は市長に就任しました。,"As of today, she has assumed the position of mayor.","Kể từ hôm nay, cô ấy đã chính thức nhậm chức thị trưởng.",今天她就任市长了。,오늘부로 그녀는 시장에 취임했습니다.,"Mulai hari ini, dia dilantik sebagai walikota.",आज से वह मेयर के रूप में पदभार ग्रहण करती है।,138,〜をもって（手段・期限）,,,,,,,,,,,本日,,を,,もって,,彼女,,は,,市長,,に,,就任,,しました,,,,,,,,,,,,Sentence,19,TRUE
199,青年は勝利を得んがために命をかけて戦った。,15,青年は、勝利を得んがために、命をかけて戦った。,"The young man fought, risking his life, in order to gain victory.",Chàng thanh niên đã liều mạng chiến đấu để giành chiến thắng.,青年为了获得胜利而拼命战斗。,청년은 승리를 얻기 위해 목숨을 걸고 싸웠다.,Pemuda itu bertarung mempertaruhkan nyawa demi kemenangan.,युवक ने जीत हासिल करने के लिए जान की बाजी लगा दी।,139,〜んがために（目的）,,,,,,,,,,,青年,,は,,勝利,,を,,得ん,,がため,,に,,命,,を,,かけて,,戦った,2944,,,,,,,Sentence,21,TRUE
200,お母さんはりんごが好きです。,1,お母さんはりんごが好きです。,My mother likes apples.,Mẹ tôi thích táo.,妈妈喜欢苹果。,어머니는 사과를 좋아합니다.,Ibu suka apel.,माँ को सेब पसंद हैं।,163,〜が好きです 形容動詞 好き嫌いの表現,,,,,,,,,,,お母さん,,は,,りんご,,が,,好き,395,です,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
201,お兄さんは犬が嫌いです。,1,お兄さんは犬が嫌いです。,My older brother dislikes dogs.,Anh trai tôi ghét chó.,哥哥讨厌狗。,형은 개를 싫어합니다.,Kakak laki-laki benci anjing.,बड़े भाई को कुत्ते नापसंद हैं।,164,〜が嫌いです 形容動詞 好き嫌いの表現,,,,,,,,,,,お兄さん,,は,,犬,,が,,嫌い,396,です,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
202,彼は歌が上手です。,3,彼は歌が上手です。,He is good at singing.,Anh ấy hát giỏi.,他唱歌很好听。,그는 노래를 잘합니다.,Dia pandai menyanyi.,वह गाना गाने में अच्छा है।,165,〜が上手です 形容動詞 能力の評価,,,,,,,,,,,彼,,は,,歌,,が,,上手,393,です,,,,,,,,,,,,,,,,,,Sentence,9,TRUE
203,私は料理が下手です。,3,私は料理が下手です。,I am bad at cooking.,Tôi nấu ăn dở.,我不擅长做饭。,저는 요리를 못합니다.,Saya tidak pandai memasak.,मैं खाना पकाने में अनाड़ी हूँ।,166,〜が下手です 形容動詞 能力の評価,,,,,,,,,,,私,,は,,料理,,が,,下手,394,です,,,,,,,,,,,,,,,,,,Sentence,10,TRUE
204,先生は英語がわかります。,2,先生は英語がわかります。,The teacher understands English.,Thầy (hoặc cô) hiểu tiếng Anh.,老师懂英语。,선생님은 영어를 압니다.,Guru mengerti bahasa Inggris.,शिक्षक को अंग्रेजी समझ में आती है।,167,〜がわかります 動詞 理解を表す,,,,,,,,,,,先生,,は,,英語,,が,,わかり,741,ます,,,,,,,,,,,,,,,,,,Sentence,12,TRUE
205,ここに家があります。,3,ここに家があります。,There is a house here.,Ở đây có một ngôi nhà.,这里有房子。,여기에 집이 있습니다.,Ada rumah di sini.,यहाँ एक घर है।,169,〜があります（所有） 動詞 所有を表す,,,,,,,,,,,ここ,,に,,家,,が,,あり,,ます,,,,,,,,,,,,,,,,,,Sentence,10,TRUE
206,パンを三つぐらい食べました。,3,パンを三つぐらい食べました。,I ate about three pieces of bread.,Tôi đã ăn khoảng ba cái bánh mì.,吃了大约三个面包。,빵을 세 개 정도 먹었습니다.,Saya makan sekitar tiga potong roti.,मैंने करीब तीन ब्रेड खाई।,173,数量詞＋ぐらい/くらい 副助詞 概数を表す,,,,,,,,,,,パン,,を,,三つ,11,ぐらい,,食べ,309,まし,,た,,,,,,,,,,,,,,,,Sentence,14,TRUE
207,一緒に行きましょうか。,2,一緒に行きましょうか。,Shall we go together?,Chúng ta đi cùng nhau nhé?,要一起去吗？,같이 갈까요?,Mau pergi bersama?,क्या हम साथ में चलें?,174,Vましょうか 勧誘・申し出 提案や申し出,,,,,,,,,,,一緒,591,に,,行き,271,ましょう,,か,,,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
208,家までどう帰りますか。,4,家までどう帰りますか。,How will you go home?,Bạn sẽ về nhà bằng cách nào?,怎么回家？,집까지 어떻게 돌아갑니까?,Bagaimana cara pulang ke rumah?,घर तक कैसे वापस जाओगे?,170,どう 疑問詞 様態の疑問,,,,,,,,,,,家,,まで,,どう,,帰り,272,ます,,か,,,,,,,,,,,,,,,,,,Sentence,11,TRUE
209,どの果物が一番おいしいですか。,4,どの果物が一番おいしいですか。,Which fruit is the most delicious?,Trái cây nào ngon nhất?,哪种水果最好吃？,어떤 과일이 가장 맛있습니까?,Buah mana yang paling enak?,कौन सा फल सबसे स्वादिष्ट है?,171,どの 連体詞 疑問の連体修飾,,,,,,,,,,,どの,,果物,,が,,一番,,おいしい,405,です,,か,,,,,,,,,,,,,,,,Sentence,15,TRUE
210,どんな食べ物が好きですか。,4,どんな食べ物が好きですか。,What kind of food do you like?,Bạn thích loại món ăn nào?,你喜欢什么样的食物？,어떤 음식을 좋아합니까?,Makanan apa yang Anda suka?,आपको किस तरह का खाना पसंद है?,172,どんな 連体詞 疑問の連体修飾,,,,,,,,,,,どんな,,食べ物,,が,,好き,395,です,,か,,,,,,,,,,,,,,,,,,Sentence,13,TRUE
211,私は友だちにプレゼントをあげました。,6,私は友達にプレゼントをあげました。,I gave my friend a present.,Tôi đã tặng quà cho bạn tôi.,我送给朋友礼物。,저는 친구에게 선물을 주었습니다.,Saya memberi hadiah kepada teman.,मैंने दोस्त को उपहार दिया।,175,〜てあげる 授受表現 恩恵の授受,,,,,,,,,,,私,,は,,友だち,83,に,,プレゼント,,を,,あげ,,ました,,,,,,,,,,,,,,Sentence,18,TRUE
212,先生は私に日本語を教えてくれました。,6,先生は私に日本語を教えてくれました。,The teacher taught me Japanese.,Thầy (cô) đã dạy tiếng Nhật cho tôi.,老师教我日语。,선생님은 저에게 일본어를 가르쳐 주었습니다.,Guru mengajari saya bahasa Jepang.,शिक्षक ने मुझे जापानी सिखाई।,176,〜てくれる 授受表現 恩恵の授受,,,,,,,,,,,先生,,は,,私,,に,,日本語,,を,,教えて,315,くれました,,,,,,,,,,,,,,Sentence,18,TRUE
213,私は先生に日本語を教えてもらいました。,6,私は先生に日本語を教えてもらいました。,I was taught Japanese by my teacher.,Tôi đã được thầy (cô) dạy tiếng Nhật.,我请老师教我日语。,저는 선생님께 일본어를 배웠습니다.,Saya diajari bahasa Jepang oleh guru.,मैंने शिक्षक से जापानी सीखी।,177,〜てもらう 授受表現 恩恵の授受,,,,,,,,,,,私,,は,,先生,,に,,日本語,,を,,教えて,315,もらいました,,,,,,,,,,,,,,Sentence,19,TRUE
214,明日は雨が降るかもしれません。,4,明日は雨が降るかもしれません。,It might rain tomorrow.,Ngày mai có thể trời sẽ mưa.,明天可能会下雨。,내일은 비가 올지도 모릅니다.,Besok mungkin akan hujan.,कल बारिश हो सकती है।,178,〜かもしれません 推量 可能性を表す,,,,,,,,,,,明日,,は,,雨,,が,,降る,638,かも,,しれ,,ません,,,,,,,,,,,,,,Sentence,15,TRUE
215,あの人は学生のようです。,5,あの人は学生のようです。,That person seems to be a student.,Người đó có vẻ là sinh viên.,那个人好像是学生。,저 사람은 학생인 것 같습니다.,Orang itu sepertinya pelajar.,वह व्यक्ति छात्र लगता है।,179,〜ようだ（推量） 推量 推量・比況,,,,,,,,,,,あの,,人,,は,,学生,,の,,よう,,です,,,,,,,,,,,,,,,,Sentence,12,TRUE
217,彼はこの駅に来るはずです。,6,彼はこの駅に来るはずです。,He is supposed to come to this station.,Anh ấy chắc sẽ đến ga này.,他应该会来这个车站。,그는 이 역에 올 것입니다.,Dia seharusnya datang ke stasiun ini.,उसे इस स्टेशन पर आना चाहिए।,181,〜はずです 推量 当然の推量,,,,,,,,,,,彼,,は,,この,,駅,,に,,来る,327,はず,,です,,,,,,,,,,,,,,Sentence,13,TRUE
218,お父さんはビールを全部飲んでしまいました。,6,お父さんはビールを全部飲んでしまいました。,My father drank all the beer.,Bố tôi đã uống hết bia rồi.,爸爸把啤酒都喝完了。,아버지는 맥주를 전부 마셔 버렸습니다.,Ayah telah menghabiskan semua bir.,पिताजी ने सारी बियर पी ली।,182,〜てしまう（完了） 補助動詞 完了・残念,,,,,,,,,,,お父さん,,は,,ビール,,を,,全部,,飲んで,273,しまい,,ました,,,,,,,,,,,,,,Sentence,21,TRUE
219,これから日本で働いていきたいです。,6,これから日本で働いていきたいです。,I want to keep working in Japan from now on.,Tôi muốn tiếp tục làm việc ở Nhật từ bây giờ.,今后想在日本工作。,앞으로 일본에서 일하고 싶습니다.,Saya ingin terus bekerja di Jepang.,मैं अब से जापान में काम करना चाहता हूँ।,183,〜ていく 補助動詞 方向・変化,,,,,,,,,,,これから,,日本,,で,,働いて,270,いき,,たい,,です,,,,,,,,,,,,,,,,Sentence,17,TRUE
220,弟がここまで走ってきました。,6,弟がここまで走ってきました。,My younger brother ran all the way here.,Em trai tôi đã chạy đến tận đây.,弟弟跑到这里来了。,남동생이 여기까지 달려왔습니다.,Adik laki-laki berlari sampai sini.,छोटा भाई यहाँ तक दौड़कर आया है।,184,〜てくる 補助動詞 方向・変化,,,,,,,,,,,弟,,が,,ここ,,まで,,走って,634,きました,,,,,,,,,,,,,,,,,,Sentence,14,TRUE
221,天気予報によると明日は晴れるそうです。,5,天気予報によると、明日は晴れるそうです。,"According to the weather forecast, it will be sunny tomorrow.","Theo dự báo thời tiết, ngày mai trời sẽ nắng.",据天气预报说，明天是晴天。,일기 예보에 따르면 내일은 맑을 것입니다.,"Menurut ramalan cuaca, besok cerah.","मौसम पूर्वानुमान के अनुसार, कल धूप होगी।",185,〜によると/〜そうです（伝聞） 助詞 情報源,,,,,,,,,,,天気予報,,に,,よる,,と,,明日,,は,,晴れる,5763,そうです,,,,,,,,,,,,,,Sentence,19,TRUE
222,日本の文化について勉強しています。,5,日本の文化について勉強しています。,I’m studying about Japanese culture.,Tôi đang học về văn hóa Nhật Bản.,正在学习日本文化。,일본 문화에 대해 공부하고 있습니다.,Saya sedang belajar tentang budaya Jepang.,मैं जापानी संस्कृति के बारे में पढ़ रहा हूँ।,186,〜について 助詞 話題,,,,,,,,,,,日本,,の,,文化,,に,,ついて,,勉強,325,して,,います,,,,,,,,,,,,,,Sentence,17,TRUE
223,これは桜という花です。,6,これは桜という花です。,This is a flower called sakura.,Đây là loài hoa gọi là sakura (hoa anh đào).,这是叫做樱花的花。,이것은 사쿠라라고 하는 꽃입니다.,Ini adalah bunga yang disebut sakura.,यह सकुरा नाम का फूल है।,187,〜という（定義） 助詞 定義・名詞修飾,,,,,,,,,,,これ,,は,,桜,,と,,いう,,花,,です,,,,,,,,,,,,,,,,Sentence,11,TRUE
224,誰でもこの公園に入れます。,5,誰でもこの公園に入れます。,Anyone can enter this park.,Ai cũng có thể vào công viên này.,谁都可以进入这个公园。,누구든지 이 공원에 들어갈 수 있습니다.,Siapa pun bisa masuk taman ini.,कोई भी इस पार्क में प्रवेश कर सकता है।,188,疑問詞＋〜でも 不定表現 全面肯定,,,,,,,,,,,誰,,でも,,この,,公園,,に,,入れ,651,ます,,,,,,,,,,,,,,,,Sentence,13,TRUE
225,忙しいと食事を忘れがちです。,9,忙しいと食事を忘れがちです。,"When I'm busy, I tend to forget to eat.","Khi bận rộn, tôi hay quên ăn.",一忙就容易忘记吃饭。,바쁘면 식사를 잊기 쉽습니다.,"Kalau sibuk, cenderung lupa makan.",व्यस्त होने पर खाना भूल जाना आम है।,189,,,,,,,,,,,,忙しい,,と,,食事,,を,,忘れ,735,がち,,です,,,,,,,,,,,,,,,,Sentence,14,TRUE
226,その車の色は黒っぽかったです。,8,その車の色は、黒っぽかったです。,The color of that car looked kind of black.,Màu của chiếc xe đó trông hơi đen.,那辆车的颜色偏黑。,그 차의 색깔은 검은색이었습니다.,Warna mobil itu agak kehitaman.,उस कार का रंग काला जैसा था।,190,,,,,,,,,,,,その,,車,,の,,色,,は,,黒っぽ,,かった,,です,,,,,,,,,,,,,,Sentence,15,TRUE
