PK,SK,character,english,vietnamese,strokes,onyomi,kunyomi,level
KANJI,1664,梧,,,,,,
KANJI,1665,梢,,,,,,
KANJI,1666,梓,,,,,,
KANJI,1667,梅,,,,,,
KANJI,1668,桟,,,,,,
KANJI,1669,桜,,,,,,
KANJI,1670,桑,,,,,,
KANJI,1671,桐,,,,,,
KANJI,1672,案,,,,,,
KANJI,1673,桃,,,,,,
KANJI,1674,桂,,,,,,
KANJI,1675,栽,,,,,,
KANJI,1676,核,,,,,,
KANJI,1677,株,,,,,,
KANJI,1678,栞,,,,,,
KANJI,1679,栗,,,,,,
KANJI,1680,栓,,,,,,
KANJI,1681,柾,,,,,,
KANJI,1682,柳,,,,,,
KANJI,1683,柚,,,,,,
KANJI,1684,染,,,,,,
KANJI,1685,某,,,,,,
KANJI,1686,柊,,,,,,
KANJI,1687,柄,,,,,,
KANJI,1688,架,,,,,,
KANJI,1689,枢,,,,,,
KANJI,1690,枠,,,,,,
KANJI,1691,析,,,,,,
KANJI,1692,松,,,,,,
KANJI,1693,条,,,,,,
KANJI,1694,杜,,,,,,
KANJI,1695,杏,,,,,,
KANJI,1696,李,,,,,,
KANJI,1697,杉,,,,,,
KANJI,1698,朽,,,,,,
KANJI,1699,朴,,,,,,
KANJI,1700,朱,,,,,,
KANJI,1701,朗,,,,,,
KANJI,1702,朕,,,,,,
KANJI,1703,朔,,,,,,
KANJI,1704,朋,,,,,,
KANJI,1705,曹,,,,,,
KANJI,1706,曙,,,,,,
KANJI,1707,暫,,,,,,
KANJI,1708,暦,,,,,,
KANJI,1709,暢,,,,,,
KANJI,1710,暖,,,,,,
KANJI,1711,暑,,,,,,
KANJI,1712,暉,,,,,,
KANJI,1713,暇,,,,,,
KANJI,1714,暁,,,,,,
KANJI,1715,智,,,,,,
KANJI,1716,晶,,,,,,
KANJI,1717,晨,,,,,,
KANJI,1718,晟,,,,,,
KANJI,1719,晏,,,,,,
KANJI,1720,晋,,,,,,
KANJI,1721,晃,,,,,,
KANJI,1722,昴,,,,,,
KANJI,1723,是,,,,,,
KANJI,1724,昭,,,,,,
KANJI,1725,昌,,,,,,
KANJI,1726,昆,,,,,,
KANJI,1727,昂,,,,,,
KANJI,1728,旺,,,,,,
KANJI,1729,旭,,,,,,
KANJI,1730,旬,,,,,,
KANJI,1731,旨,,,,,,
KANJI,1732,旦,,,,,,
KANJI,1733,既,,,,,,
KANJI,1734,旗,,,,,,
KANJI,1735,旋,,,,,,
KANJI,1736,施,,,,,,
KANJI,1737,於,,,,,,
KANJI,1738,斥,,,,,,
KANJI,1739,斤,,,,,,
KANJI,1740,斜,,,,,,
KANJI,1741,斗,,,,,,
KANJI,1742,斐,,,,,,
KANJI,1743,斎,,,,,,
KANJI,1744,斉,,,,,,
KANJI,1745,敷,,,,,,
KANJI,1746,敵,,,,,,
KANJI,1747,整,,,,,,
KANJI,1748,敦,,,,,,
KANJI,1749,敢,,,,,,
KANJI,1750,救,,,,,,
KANJI,1751,敏,,,,,,
KANJI,1752,故,,,,,,
KANJI,1753,攻,,,,,,
KANJI,1754,擬,,,,,,
KANJI,1755,擦,,,,,,
KANJI,1756,操,,,,,,
KANJI,1757,擁,,,,,,
KANJI,1758,撲,,,,,,
KANJI,1759,撮,,,,,,
KANJI,1760,撤,,,,,,
KANJI,1761,撃,,,,,,
KANJI,1762,摩,,,,,,
KANJI,1763,摘,,,,,,
KANJI,1764,摂,,,,,,
KANJI,1765,搾,,,,,,
KANJI,1766,携,,,,,,
KANJI,1767,搭,,,,,,
KANJI,1768,搬,,,,,,
KANJI,1769,揺,,,,,,
KANJI,1770,援,,,,,,
KANJI,1771,揮,,,,,,
KANJI,1772,握,,,,,,
KANJI,1773,揚,,,,,,
KANJI,1774,提,,,,,,
KANJI,1775,描,,,,,,
KANJI,1776,掲,,,,,,
KANJI,1777,措,,,,,,
KANJI,1778,推,,,,,,
KANJI,1779,控,,,,,,
KANJI,1780,排,,,,,,
KANJI,1781,掌,,,,,,
KANJI,1782,授,,,,,,
KANJI,1783,捺,,,,,,
KANJI,1784,捷,,,,,,
KANJI,1785,据,,,,,,
KANJI,1786,挿,,,,,,
KANJI,1787,振,,,,,,
KANJI,1788,挙,,,,,,
KANJI,1789,挑,,,,,,
KANJI,1790,拷,,,,,,
KANJI,1791,拳,,,,,,
KANJI,1792,括,,,,,,
KANJI,1793,拡,,,,,,
KANJI,1794,拠,,,,,,
KANJI,1795,拙,,,,,,
KANJI,1796,拘,,,,,,
KANJI,1797,拓,,,,,,
KANJI,1798,拒,,,,,,
KANJI,1799,拐,,,,,,
KANJI,1800,拍,,,,,,
KANJI,1801,抽,,,,,,
KANJI,1802,抹,,,,,,
KANJI,1803,抵,,,,,,
KANJI,1804,披,,,,,,
KANJI,1805,択,,,,,,
KANJI,1806,抗,,,,,,
KANJI,1807,抑,,,,,,
KANJI,1808,把,,,,,,
KANJI,1809,抄,,,,,,
KANJI,1810,批,,,,,,
KANJI,1811,扶,,,,,,
KANJI,1812,扱,,,,,,
KANJI,1813,扉,,,,,,
KANJI,1814,扇,,,,,,
KANJI,1815,房,,,,,,
KANJI,1816,戯,,,,,,
KANJI,1817,戒,,,,,,
KANJI,1818,我,,,,,,
KANJI,1819,懸,,,,,,
KANJI,1820,懲,,,,,,
KANJI,1821,懐,,,,,,
KANJI,1822,懇,,,,,,
KANJI,1823,憾,,,,,,
KANJI,1824,憶,,,,,,
KANJI,1825,憲,,,,,,
KANJI,1826,憩,,,,,,
KANJI,1827,憧,,,,,,
KANJI,1828,憤,,,,,,
KANJI,1829,憂,,,,,,
KANJI,1830,慶,,,,,,
KANJI,1831,慰,,,,,,
KANJI,1832,慮,,,,,,
KANJI,1833,慨,,,,,,
KANJI,1834,慧,,,,,,
KANJI,1835,慢,,,,,,
KANJI,1836,慕,,,,,,
KANJI,1837,慎,,,,,,
KANJI,1838,態,,,,,,
KANJI,1839,慈,,,,,,
KANJI,1840,愚,,,,,,
KANJI,1841,愉,,,,,,
KANJI,1842,愁,,,,,,
KANJI,1843,惰,,,,,,
KANJI,1844,惨,,,,,,
KANJI,1845,惣,,,,,,
KANJI,1846,惟,,,,,,
KANJI,1847,惜,,,,,,
KANJI,1848,惑,,,,,,
KANJI,1849,惇,,,,,,
KANJI,1850,悼,,,,,,
KANJI,1851,悦,,,,,,
KANJI,1852,悠,,,,,,
KANJI,1853,悟,,,,,,
KANJI,1854,悔,,,,,,
KANJI,1855,悌,,,,,,
KANJI,1856,恵,,,,,,
KANJI,1857,恭,,,,,,
KANJI,1858,恩,,,,,,
KANJI,1859,恨,,,,,,
KANJI,1860,恕,,,,,,
KANJI,1861,恒,,,,,,
KANJI,1862,怪,,,,,,
KANJI,1863,怠,,,,,,
KANJI,1864,怜,,,,,,
KANJI,1865,忠,,,,,,
KANJI,1866,応,,,,,,
KANJI,1867,志,,,,,,
KANJI,1868,忍,,,,,,
KANJI,1869,忌,,,,,,
KANJI,1870,徹,,,,,,
KANJI,1871,徴,,,,,,
KANJI,1872,徳,,,,,,
KANJI,1873,微,,,,,,
KANJI,1874,循,,,,,,
KANJI,1875,従,,,,,,
KANJI,1876,徐,,,,,,
KANJI,1877,径,,,,,,
KANJI,1878,征,,,,,,
KANJI,1879,往,,,,,,
KANJI,1880,影,,,,,,
KANJI,1881,彰,,,,,,
KANJI,1882,彬,,,,,,
KANJI,1883,彫,,,,,,
KANJI,1884,彪,,,,,,
KANJI,1885,彩,,,,,,
KANJI,1886,彦,,,,,,
KANJI,1887,彗,,,,,,
KANJI,1888,弾,,,,,,
KANJI,1889,張,,,,,,
KANJI,1890,弧,,,,,,
KANJI,1891,弦,,,,,,
KANJI,1892,弥,,,,,,
KANJI,1893,弘,,,,,,
KANJI,1894,弔,,,,,,
KANJI,1895,弓,,,,,,
KANJI,1896,弐,,,,,,
KANJI,1897,弊,,,,,,
KANJI,1898,弁,,,,,,
KANJI,1899,廷,,,,,,
KANJI,1900,廊,,,,,,
KANJI,1901,廉,,,,,,
KANJI,1902,廃,,,,,,
KANJI,1903,庸,,,,,,
KANJI,1904,康,,,,,,
KANJI,1905,庶,,,,,,
KANJI,1906,序,,,,,,
KANJI,1907,庄,,,,,,
KANJI,1908,幽,,,,,,
KANJI,1909,幻,,,,,,
KANJI,1910,幹,,,,,,
KANJI,1911,幣,,,,,,
KANJI,1912,幕,,,,,,
KANJI,1913,帳,,,,,,
KANJI,1914,帥,,,,,,
KANJI,1915,帝,,,,,,
KANJI,1916,帆,,,,,,
KANJI,1917,巽,,,,,,
KANJI,1918,巴,,,,,,
KANJI,1919,巳,,,,,,
KANJI,1920,己,,,,,,
KANJI,1921,巧,,,,,,
KANJI,1922,巣,,,,,,
KANJI,1923,巡,,,,,,
KANJI,1924,巌,,,,,,
KANJI,1925,嶺,,,,,,
KANJI,1926,嵯,,,,,,
KANJI,1927,嵩,,,,,,
KANJI,1928,嵐,,,,,,
KANJI,1929,崩,,,,,,
KANJI,1930,崚,,,,,,
KANJI,1931,崎,,,,,,
KANJI,1932,崇,,,,,,
KANJI,1933,峻,,,,,,
KANJI,1934,峰,,,,,,
KANJI,1935,峡,,,,,,
KANJI,1936,峠,,,,,,
KANJI,1937,岳,,,,,,
KANJI,1938,岬,,,,,,
KANJI,1939,岡,,,,,,
KANJI,1940,岐,,,,,,
KANJI,1941,屯,,,,,,
KANJI,1942,履,,,,,,
KANJI,1943,属,,,,,,
KANJI,1944,展,,,,,,
KANJI,1945,屈,,,,,,
KANJI,1946,尿,,,,,,
KANJI,1947,尾,,,,,,
KANJI,1948,尽,,,,,,
KANJI,1949,尼,,,,,,
KANJI,1950,尺,,,,,,
KANJI,1951,就,,,,,,
KANJI,1952,尭,,,,,,
KANJI,1953,尚,,,,,,
KANJI,1954,尋,,,,,,
KANJI,1955,尉,,,,,,
KANJI,1956,射,,,,,,
KANJI,1957,寸,,,,,,
KANJI,1958,寮,,,,,,
KANJI,1959,審,,,,,,
KANJI,1960,寧,,,,,,
KANJI,1961,寡,,,,,,
KANJI,1962,寛,,,,,,
KANJI,1963,密,,,,,,
KANJI,1964,寅,,,,,,
KANJI,1965,寂,,,,,,
KANJI,1966,宵,,,,,,
KANJI,1967,宴,,,,,,
KANJI,1968,宰,,,,,,
KANJI,1969,宮,,,,,,
KANJI,1970,宥,,,,,,
KANJI,1971,宣,,,,,,
KANJI,1972,宜,,,,,,
KANJI,1973,宙,,,,,,
KANJI,1974,宗,,,,,,
KANJI,1975,宏,,,,,,
KANJI,1976,孤,,,,,,
KANJI,1977,孟,,,,,,
KANJI,1978,孝,,,,,,
KANJI,1979,孔,,,,,,
KANJI,1980,嬢,,,,,,
KANJI,1981,嬉,,,,,,
KANJI,1982,嫡,,,,,,
KANJI,1983,嫌,,,,,,
KANJI,1984,嫁,,,,,,
KANJI,1985,媛,,,,,,
KANJI,1986,媒,,,,,,
KANJI,1987,婿,,,,,,
KANJI,1988,婆,,,,,,
KANJI,1989,娯,,,,,,
KANJI,1990,娠,,,,,,
KANJI,1991,威,,,,,,
KANJI,1992,姿,,,,,,
KANJI,1993,姻,,,,,,
KANJI,1994,姫,,,,,,
KANJI,1995,妨,,,,,,
KANJI,1996,妥,,,,,,
KANJI,1997,妙,,,,,,
KANJI,1998,妊,,,,,,
KANJI,1999,妄,,,,,,
KANJI,2000,妃,,,,,,
KANJI,2001,如,,,,,,
KANJI,2002,奴,,,,,,
KANJI,2003,奮,,,,,,
KANJI,2004,奪,,,,,,
KANJI,2005,奨,,,,,,
KANJI,2006,奔,,,,,,
KANJI,2007,契,,,,,,
KANJI,2008,奏,,,,,,
KANJI,2009,奎,,,,,,
KANJI,2010,奉,,,,,,
KANJI,2011,奈,,,,,,
KANJI,2012,奇,,,,,,
KANJI,2013,壱,,,,,,
KANJI,2014,壮,,,,,,
KANJI,2015,士,,,,,,
KANJI,2016,壌,,,,,,
KANJI,2017,壊,,,,,,
KANJI,2018,壇,,,,,,
KANJI,2019,壁,,,,,,
KANJI,2020,墾,,,,,,
KANJI,2021,墳,,,,,,
KANJI,2022,墨,,,,,,
KANJI,2023,墜,,,,,,
KANJI,2024,墓,,,,,,
KANJI,2025,塾,,,,,,
KANJI,2026,塚,,,,,,
KANJI,2027,塑,,,,,,
KANJI,2028,塊,,,,,,
KANJI,2029,塁,,,,,,
KANJI,2030,塀,,,,,,
KANJI,2031,堪,,,,,,
KANJI,2032,堤,,,,,,
KANJI,2033,堕,,,,,,
KANJI,2034,堅,,,,,,
KANJI,2035,堀,,,,,,
KANJI,2036,基,,,,,,
KANJI,2037,培,,,,,,
KANJI,2038,執,,,,,,
KANJI,2039,垣,,,,,,
KANJI,2040,垂,,,,,,
KANJI,2041,坪,,,,,,
KANJI,2042,坑,,,,,,
KANJI,2043,圭,,,,,,
KANJI,2044,圏,,,,,,
KANJI,2045,囚,,,,,,
KANJI,2046,嚇,,,,,,
KANJI,2047,噴,,,,,,
KANJI,2048,器,,,,,,
KANJI,2049,嘱,,,,,,
KANJI,2050,嘉,,,,,,
KANJI,2051,嘆,,,,,,
KANJI,2052,嗣,,,,,,
KANJI,2053,喬,,,,,,
KANJI,2054,喪,,,,,,
KANJI,2055,喝,,,,,,
KANJI,2056,喚,,,,,,
KANJI,2057,善,,,,,,
KANJI,2058,啓,,,,,,
KANJI,2059,啄,,,,,,
KANJI,2060,唱,,,,,,
KANJI,2061,唯,,,,,,
KANJI,2062,唇,,,,,,
KANJI,2063,唆,,,,,,
KANJI,2064,唄,,,,,,
KANJI,2065,哲,,,,,,
KANJI,2066,哉,,,,,,
KANJI,2067,哀,,,,,,
KANJI,2068,呉,,,,,,
KANJI,2069,呈,,,,,,
KANJI,2070,呂,,,,,,
KANJI,2071,吟,,,,,,
KANJI,2072,吐,,,,,,
KANJI,2073,吏,,,,,,
KANJI,2074,后,,,,,,
KANJI,2075,吉,,,,,,
KANJI,2076,司,,,,,,
KANJI,2077,叶,,,,,,
KANJI,2078,只,,,,,,
KANJI,2079,句,,,,,,
KANJI,2080,叡,,,,,,
KANJI,2081,叙,,,,,,
KANJI,2082,叔,,,,,,
KANJI,2083,及,,,,,,
KANJI,2084,又,,,,,,
KANJI,2085,厳,,,,,,
KANJI,2086,厘,,,,,,
KANJI,2087,厄,,,,,,
KANJI,2088,卸,,,,,,
KANJI,2089,却,,,,,,
KANJI,2090,即,,,,,,
KANJI,2091,卯,,,,,,
KANJI,2092,博,,,,,,
KANJI,2093,卓,,,,,,
KANJI,2094,卑,,,,,,
KANJI,2095,升,,,,,,
KANJI,2096,匿,,,,,,
KANJI,2097,匡,,,,,,
KANJI,2098,匠,,,,,,
KANJI,2099,匁,,,,,,
KANJI,2100,勺,,,,,,
KANJI,2101,勲,,,,,,
KANJI,2102,勧,,,,,,
KANJI,2103,勘,,,,,,
KANJI,2104,勅,,,,,,
KANJI,2105,勁,,,,,,
KANJI,2106,劾,,,,,,
KANJI,2107,励,,,,,,
KANJI,2108,劣,,,,,,
KANJI,2109,功,,,,,,
KANJI,2110,創,,,,,,
KANJI,2111,剰,,,,,,
KANJI,2112,剤,,,,,,
KANJI,2113,剣,,,,,,
KANJI,2114,剛,,,,,,
KANJI,2115,剖,,,,,,
KANJI,2116,削,,,,,,
KANJI,2117,刑,,,,,,
KANJI,2118,刈,,,,,,
KANJI,2119,刃,,,,,,
KANJI,2120,刀,,,,,,
KANJI,2121,凹,,,,,,
KANJI,2122,凸,,,,,,
KANJI,2123,凶,,,,,,
KANJI,2124,凱,,,,,,
KANJI,2125,凪,,,,,,
KANJI,2126,凡,,,,,,
KANJI,2127,凝,,,,,,
KANJI,2128,凜,,,,,,
KANJI,2129,凌,,,,,,
KANJI,2130,准,,,,,,
KANJI,2131,冶,,,,,,
KANJI,2132,冴,,,,,,
KANJI,2133,冠,,,,,,
KANJI,2134,冗,,,,,,
KANJI,2135,冒,,,,,,
KANJI,2136,兼,,,,,,
KANJI,2137,典,,,,,,
KANJI,2138,免,,,,,,
KANJI,2139,克,,,,,,
KANJI,2140,充,,,,,,
KANJI,2141,允,,,,,,
KANJI,2142,償,,,,,,
KANJI,2143,儒,,,,,,
KANJI,2144,儀,,,,,,
KANJI,2145,僧,,,,,,
KANJI,2146,僚,,,,,,
KANJI,2147,僕,,,,,,
KANJI,2148,傷,,,,,,
KANJI,2149,債,,,,,,
KANJI,2150,催,,,,,,
KANJI,2151,傘,,,,,,
KANJI,2152,傑,,,,,,
KANJI,2153,傍,,,,,,
KANJI,2154,偽,,,,,,
KANJI,2155,偵,,,,,,
KANJI,2156,偲,,,,,,
KANJI,2157,健,,,,,,
KANJI,2158,偏,,,,,,
KANJI,2159,倹,,,,,,
KANJI,2160,倭,,,,,,
KANJI,2161,倫,,,,,,
KANJI,2162,倣,,,,,,
KANJI,2163,倖,,,,,,
KANJI,2164,倉,,,,,,
KANJI,2165,俸,,,,,,
KANJI,2166,俵,,,,,,
KANJI,2167,俳,,,,,,
KANJI,2168,修,,,,,,
KANJI,2169,保,,,,,,
KANJI,2170,俗,,,,,,
KANJI,2171,俊,,,,,,
KANJI,2172,促,,,,,,
KANJI,2173,侵,,,,,,
KANJI,2174,侯,,,,,,
KANJI,2175,侮,,,,,,
KANJI,2176,価,,,,,,
KANJI,2177,侑,,,,,,
KANJI,2178,侍,,,,,,
KANJI,2179,侃,,,,,,
KANJI,2180,併,,,,,,
KANJI,2181,佳,,,,,,
KANJI,2182,佑,,,,,,
KANJI,2183,佐,,,,,,
KANJI,2184,但,,,,,,
KANJI,2185,伽,,,,,,
KANJI,2186,伶,,,,,,
KANJI,2187,伴,,,,,,
KANJI,2188,伯,,,,,,
KANJI,2189,伐,,,,,,
KANJI,2190,伏,,,,,,
KANJI,2191,伎,,,,,,
KANJI,2192,伍,,,,,,
KANJI,2193,伊,,,,,,
KANJI,2194,企,,,,,,
KANJI,2195,仰,,,,,,
KANJI,2196,仮,,,,,,
KANJI,2197,仙,,,,,,
KANJI,2198,仁,,,,,,
KANJI,2199,亮,,,,,,
KANJI,2200,亭,,,,,,
KANJI,2201,享,,,,,,
KANJI,2202,亨,,,,,,
KANJI,2203,亦,,,,,,
KANJI,2204,亥,,,,,,
KANJI,2205,亜,,,,,,
KANJI,2206,亘,,,,,,
KANJI,2207,井,,,,,,
KANJI,2208,亀,,,,,,
KANJI,2209,也,,,,,,
KANJI,2210,乙,,,,,,
KANJI,2211,乏,,,,,,
KANJI,2212,之,,,,,,
KANJI,2213,乃,,,,,,
KANJI,2214,丹,,,,,,
KANJI,2215,丞,,,,,,
KANJI,2216,丙,,,,,,
KANJI,2217,丘,,,,,,
KANJI,2218,且,,,,,,
KANJI,2219,丑,,,,,,
KANJI,2220,丁,,,,,,
